 T =  300.0 K
 Configuration with maximum probability:            2
 Configuration with minimum probability:         2853

         m  omega(m)         Sd(m)      ene(m)       Ed(m)        p(m)
      2612        12  0.214133E-03  -7726.2647  -7726.3289      0.0000
      2613        12  0.214133E-03  -7726.3102  -7726.3745      0.0000
      2614        12  0.214133E-03  -7726.3970  -7726.4612      0.0000
      2615        12  0.214133E-03  -7726.3145  -7726.3788      0.0000
      2616        12  0.214133E-03  -7726.3647  -7726.4290      0.0000
      2617        12  0.214133E-03  -7726.3867  -7726.4509      0.0000
      2618        12  0.214133E-03  -7726.3372  -7726.4014      0.0000
      2619        12  0.214133E-03  -7726.2410  -7726.3052      0.0000
      2620        12  0.214133E-03  -7725.8305  -7725.8948      0.0000
      2621        12  0.214133E-03  -7725.8291  -7725.8934      0.0000
      2622        12  0.214133E-03  -7725.8379  -7725.9021      0.0000
      2623        12  0.214133E-03  -7725.7180  -7725.7822      0.0000
      2624        12  0.214133E-03  -7725.7815  -7725.8457      0.0000
      2625        12  0.214133E-03  -7725.8240  -7725.8882      0.0000
      2626        12  0.214133E-03  -7725.5929  -7725.6571      0.0000
      2627        12  0.214133E-03  -7725.8389  -7725.9031      0.0000
      2628        12  0.214133E-03  -7725.7797  -7725.8439      0.0000
      2629        12  0.214133E-03  -7725.8364  -7725.9007      0.0000
      2630        12  0.214133E-03  -7725.8699  -7725.9341      0.0000
      2631        12  0.214133E-03  -7725.8239  -7725.8881      0.0000
      2632        12  0.214133E-03  -7725.7852  -7725.8494      0.0000
      2633        12  0.214133E-03  -7725.7528  -7725.8170      0.0000
      2634        12  0.214133E-03  -7725.7736  -7725.8378      0.0000
      2635        12  0.214133E-03  -7725.6124  -7725.6766      0.0000
      2636        12  0.214133E-03  -7725.7817  -7725.8460      0.0000
      2637        12  0.214133E-03  -7725.8480  -7725.9122      0.0000
      2638        12  0.214133E-03  -7725.8580  -7725.9222      0.0000
      2639        12  0.214133E-03  -7725.8576  -7725.9218      0.0000
      2640        12  0.214133E-03  -7725.7430  -7725.8073      0.0000
      2641        12  0.214133E-03  -7725.7854  -7725.8496      0.0000
      2642        12  0.214133E-03  -7725.7058  -7725.7701      0.0000
      2643        12  0.214133E-03  -7725.8213  -7725.8856      0.0000
      2644        12  0.214133E-03  -7725.8071  -7725.8714      0.0000
      2645        12  0.214133E-03  -7725.7899  -7725.8542      0.0000
      2646        12  0.214133E-03  -7725.6437  -7725.7079      0.0000
      2647        12  0.214133E-03  -7725.8776  -7725.9418      0.0000
      2648        12  0.214133E-03  -7725.7347  -7725.7989      0.0000
      2649        12  0.214133E-03  -7725.8342  -7725.8985      0.0000
      2650        12  0.214133E-03  -7725.7686  -7725.8329      0.0000
      2651        12  0.214133E-03  -7725.8392  -7725.9034      0.0000
      2652        12  0.214133E-03  -7725.7445  -7725.8087      0.0000
      2653        12  0.214133E-03  -7725.8098  -7725.8740      0.0000
      2654        12  0.214133E-03  -7725.8912  -7725.9554      0.0000
      2655        12  0.214133E-03  -7725.8650  -7725.9293      0.0000
      2656        12  0.214133E-03  -7725.6312  -7725.6954      0.0000
      2657        12  0.214133E-03  -7725.8292  -7725.8934      0.0000
      2658        12  0.214133E-03  -7725.7569  -7725.8211      0.0000
      2659        12  0.214133E-03  -7725.7560  -7725.8202      0.0000
      2660        12  0.214133E-03  -7725.7483  -7725.8126      0.0000
      2661        12  0.214133E-03  -7725.6833  -7725.7476      0.0000
      2662        12  0.214133E-03  -7725.5823  -7725.6465      0.0000
      2663        12  0.214133E-03  -7725.7434  -7725.8077      0.0000
      2664        12  0.214133E-03  -7725.7623  -7725.8265      0.0000
      2665        12  0.214133E-03  -7725.8533  -7725.9176      0.0000
      2666        12  0.214133E-03  -7725.7072  -7725.7715      0.0000
      2667        12  0.214133E-03  -7725.8552  -7725.9195      0.0000
      2668        12  0.214133E-03  -7725.8442  -7725.9084      0.0000
      2669        12  0.214133E-03  -7725.8274  -7725.8917      0.0000
      2670        12  0.214133E-03  -7725.6205  -7725.6847      0.0000
      2671        12  0.214133E-03  -7725.8019  -7725.8661      0.0000
      2672        12  0.214133E-03  -7725.8572  -7725.9214      0.0000
      2673        12  0.214133E-03  -7725.8571  -7725.9213      0.0000
      2674        12  0.214133E-03  -7725.7832  -7725.8474      0.0000
      2675        12  0.214133E-03  -7725.7867  -7725.8509      0.0000
      2676        12  0.214133E-03  -7725.8299  -7725.8942      0.0000
      2677        12  0.214133E-03  -7725.7908  -7725.8551      0.0000
      2678        12  0.214133E-03  -7725.8037  -7725.8680      0.0000
      2679        12  0.214133E-03  -7725.7610  -7725.8252      0.0000
      2680        12  0.214133E-03  -7725.8387  -7725.9029      0.0000
      2681        12  0.214133E-03  -7725.8123  -7725.8766      0.0000
      2682        12  0.214133E-03  -7725.8633  -7725.9275      0.0000
      2683        12  0.214133E-03  -7725.8666  -7725.9308      0.0000
      2684        12  0.214133E-03  -7725.8757  -7725.9399      0.0000
      2685        12  0.214133E-03  -7725.8467  -7725.9110      0.0000
      2686         4  0.119462E-03  -7726.7505  -7726.7863      0.0000
      2687        12  0.214133E-03  -7726.7846  -7726.8488      0.0000
      2688        12  0.214133E-03  -7726.7819  -7726.8462      0.0000
      2689        12  0.214133E-03  -7726.7398  -7726.8041      0.0000
      2690        12  0.214133E-03  -7726.7373  -7726.8015      0.0000
      2691        12  0.214133E-03  -7726.6942  -7726.7585      0.0000
      2692        12  0.214133E-03  -7726.7208  -7726.7850      0.0000
      2693        12  0.214133E-03  -7726.2148  -7726.2791      0.0000
      2694        12  0.214133E-03  -7726.7162  -7726.7804      0.0000
      2695        12  0.214133E-03  -7726.2287  -7726.2930      0.0000
      2696        12  0.214133E-03  -7726.1319  -7726.1961      0.0000
      2697        12  0.214133E-03  -7726.1489  -7726.2132      0.0000
      2698        12  0.214133E-03  -7726.2553  -7726.3195      0.0000
      2699        12  0.214133E-03  -7726.2481  -7726.3123      0.0000
      2700        12  0.214133E-03  -7726.3049  -7726.3692      0.0000
      2701        12  0.214133E-03  -7726.3076  -7726.3718      0.0000
      2702        12  0.214133E-03  -7726.2168  -7726.2811      0.0000
      2703        12  0.214133E-03  -7726.2336  -7726.2978      0.0000
      2704        12  0.214133E-03  -7726.2562  -7726.3204      0.0000
      2705        12  0.214133E-03  -7726.2687  -7726.3329      0.0000
      2706        12  0.214133E-03  -7726.2733  -7726.3376      0.0000
      2707        12  0.214133E-03  -7726.3109  -7726.3751      0.0000
      2708        12  0.214133E-03  -7726.2222  -7726.2865      0.0000
      2709        12  0.214133E-03  -7726.7719  -7726.8362      0.0000
      2710        12  0.214133E-03  -7726.7109  -7726.7751      0.0000
      2711        12  0.214133E-03  -7726.1721  -7726.2363      0.0000
      2712        12  0.214133E-03  -7726.3590  -7726.4233      0.0000
      2713        12  0.214133E-03  -7726.2829  -7726.3471      0.0000
      2714        12  0.214133E-03  -7726.3115  -7726.3757      0.0000
      2715        12  0.214133E-03  -7726.2496  -7726.3138      0.0000
      2716        12  0.214133E-03  -7726.3309  -7726.3951      0.0000
      2717        12  0.214133E-03  -7726.7588  -7726.8231      0.0000
      2718        12  0.214133E-03  -7726.6870  -7726.7512      0.0000
      2719        12  0.214133E-03  -7726.2177  -7726.2819      0.0000
      2720        12  0.214133E-03  -7726.2133  -7726.2776      0.0000
      2721        12  0.214133E-03  -7726.7179  -7726.7821      0.0000
      2722        12  0.214133E-03  -7726.7074  -7726.7717      0.0000
      2723        12  0.214133E-03  -7726.1407  -7726.2049      0.0000
      2724        12  0.214133E-03  -7726.2546  -7726.3188      0.0000
      2725        12  0.214133E-03  -7726.2942  -7726.3584      0.0000
      2726        12  0.214133E-03  -7726.2339  -7726.2982      0.0000
      2727        12  0.214133E-03  -7726.1997  -7726.2639      0.0000
      2728        12  0.214133E-03  -7726.2615  -7726.3257      0.0000
      2729        12  0.214133E-03  -7726.2305  -7726.2948      0.0000
      2730        12  0.214133E-03  -7726.2497  -7726.3140      0.0000
      2731        12  0.214133E-03  -7726.2876  -7726.3518      0.0000
      2732        12  0.214133E-03  -7726.2625  -7726.3267      0.0000
      2733        12  0.214133E-03  -7726.2467  -7726.3109      0.0000
      2734        12  0.214133E-03  -7726.2744  -7726.3387      0.0000
      2735        12  0.214133E-03  -7726.1366  -7726.2009      0.0000
      2736        12  0.214133E-03  -7726.2376  -7726.3019      0.0000
      2737        12  0.214133E-03  -7726.2567  -7726.3209      0.0000
      2738        12  0.214133E-03  -7726.2796  -7726.3438      0.0000
      2739        12  0.214133E-03  -7726.3025  -7726.3668      0.0000
      2740        12  0.214133E-03  -7726.2820  -7726.3462      0.0000
      2741        12  0.214133E-03  -7726.1135  -7726.1777      0.0000
      2742        12  0.214133E-03  -7726.2484  -7726.3126      0.0000
      2743        12  0.214133E-03  -7726.2131  -7726.2773      0.0000
      2744        12  0.214133E-03  -7726.2122  -7726.2765      0.0000
      2745        12  0.214133E-03  -7726.3164  -7726.3807      0.0000
      2746        12  0.214133E-03  -7726.2645  -7726.3288      0.0000
      2747        12  0.214133E-03  -7726.1093  -7726.1736      0.0000
      2748        12  0.214133E-03  -7726.2200  -7726.2842      0.0000
      2749        12  0.214133E-03  -7726.1768  -7726.2410      0.0000
      2750        12  0.214133E-03  -7726.2413  -7726.3056      0.0000
      2751        12  0.214133E-03  -7726.3055  -7726.3697      0.0000
      2752        12  0.214133E-03  -7726.2033  -7726.2676      0.0000
      2753        12  0.214133E-03  -7725.5980  -7725.6622      0.0000
      2754        12  0.214133E-03  -7725.6141  -7725.6783      0.0000
      2755        12  0.214133E-03  -7725.7407  -7725.8049      0.0000
      2756        12  0.214133E-03  -7725.7140  -7725.7783      0.0000
      2757        12  0.214133E-03  -7725.7314  -7725.7957      0.0000
      2758        12  0.214133E-03  -7725.6108  -7725.6751      0.0000
      2759        12  0.214133E-03  -7726.1363  -7726.2005      0.0000
      2760        12  0.214133E-03  -7726.2972  -7726.3614      0.0000
      2761        12  0.214133E-03  -7726.2813  -7726.3455      0.0000
      2762        12  0.214133E-03  -7726.2232  -7726.2874      0.0000
      2763        12  0.214133E-03  -7726.3272  -7726.3914      0.0000
      2764        12  0.214133E-03  -7726.2515  -7726.3158      0.0000
      2765        12  0.214133E-03  -7726.1264  -7726.1907      0.0000
      2766        12  0.214133E-03  -7726.2547  -7726.3190      0.0000
      2767        12  0.214133E-03  -7726.1888  -7726.2531      0.0000
      2768        12  0.214133E-03  -7726.2156  -7726.2799      0.0000
      2769        12  0.214133E-03  -7726.2619  -7726.3261      0.0000
      2770        12  0.214133E-03  -7726.1828  -7726.2470      0.0000
      2771        12  0.214133E-03  -7725.6584  -7725.7227      0.0000
      2772        12  0.214133E-03  -7725.6328  -7725.6970      0.0000
      2773        12  0.214133E-03  -7725.6357  -7725.6999      0.0000
      2774        12  0.214133E-03  -7725.6632  -7725.7274      0.0000
      2775        12  0.214133E-03  -7725.6047  -7725.6690      0.0000
      2776        12  0.214133E-03  -7725.6308  -7725.6951      0.0000
      2777        12  0.214133E-03  -7725.4158  -7725.4801      0.0000
      2778        12  0.214133E-03  -7725.6418  -7725.7060      0.0000
      2779        12  0.214133E-03  -7725.5639  -7725.6281      0.0000
      2780        12  0.214133E-03  -7725.6302  -7725.6944      0.0000
      2781        12  0.214133E-03  -7725.7018  -7725.7660      0.0000
      2782        12  0.214133E-03  -7725.7586  -7725.8229      0.0000
      2783        12  0.214133E-03  -7725.7162  -7725.7805      0.0000
      2784        12  0.214133E-03  -7725.8199  -7725.8841      0.0000
      2785        12  0.214133E-03  -7725.7252  -7725.7895      0.0000
      2786        12  0.214133E-03  -7725.5500  -7725.6142      0.0000
      2787        12  0.214133E-03  -7725.7193  -7725.7836      0.0000
      2788        12  0.214133E-03  -7725.7693  -7725.8336      0.0000
      2789        12  0.214133E-03  -7725.7945  -7725.8587      0.0000
      2790        12  0.214133E-03  -7725.7779  -7725.8422      0.0000
      2791        12  0.214133E-03  -7725.7031  -7725.7673      0.0000
      2792        12  0.214133E-03  -7725.6939  -7725.7581      0.0000
      2793        12  0.214133E-03  -7725.7544  -7725.8186      0.0000
      2794        12  0.214133E-03  -7725.7417  -7725.8059      0.0000
      2795        12  0.214133E-03  -7725.7212  -7725.7854      0.0000
      2796        12  0.214133E-03  -7725.7087  -7725.7729      0.0000
      2797        12  0.214133E-03  -7725.5417  -7725.6060      0.0000
      2798        12  0.214133E-03  -7725.7963  -7725.8605      0.0000
      2799        12  0.214133E-03  -7725.6400  -7725.7042      0.0000
      2800        12  0.214133E-03  -7725.7746  -7725.8388      0.0000
      2801        12  0.214133E-03  -7725.8084  -7725.8726      0.0000
      2802        12  0.214133E-03  -7725.7515  -7725.8157      0.0000
      2803        12  0.214133E-03  -7725.6513  -7725.7155      0.0000
      2804        12  0.214133E-03  -7725.7183  -7725.7825      0.0000
      2805        12  0.214133E-03  -7725.7839  -7725.8482      0.0000
      2806        12  0.214133E-03  -7725.7723  -7725.8365      0.0000
      2807        12  0.214133E-03  -7725.5299  -7725.5941      0.0000
      2808        12  0.214133E-03  -7725.7621  -7725.8263      0.0000
      2809        12  0.214133E-03  -7725.8146  -7725.8788      0.0000
      2810        12  0.214133E-03  -7725.8047  -7725.8690      0.0000
      2811        12  0.214133E-03  -7725.8143  -7725.8785      0.0000
      2812        12  0.214133E-03  -7725.7244  -7725.7886      0.0000
      2813        12  0.214133E-03  -7725.6329  -7725.6971      0.0000
      2814        12  0.214133E-03  -7725.7828  -7725.8470      0.0000
      2815        12  0.214133E-03  -7725.8367  -7725.9010      0.0000
      2816        12  0.214133E-03  -7725.7740  -7725.8383      0.0000
      2817        12  0.214133E-03  -7725.6334  -7725.6976      0.0000
      2818        12  0.214133E-03  -7725.7637  -7725.8280      0.0000
      2819        12  0.214133E-03  -7725.7633  -7725.8275      0.0000
      2820        12  0.214133E-03  -7725.7357  -7725.7999      0.0000
      2821        12  0.214133E-03  -7725.5801  -7725.6443      0.0000
      2822        12  0.214133E-03  -7725.7181  -7725.7823      0.0000
      2823        12  0.214133E-03  -7725.7595  -7725.8237      0.0000
      2824        12  0.214133E-03  -7725.7736  -7725.8378      0.0000
