    86     12   13   44	-7733.14529332	3648.290445	11.956785	11.919352	29.535301	89.502629	90.289770	119.916039
    44     12    1   47	-7733.13256709	3646.704449	11.957219	11.945420	29.541286	90.301609	89.994722	120.200993
    45     12    1   48	-7733.12995221	3645.492431	11.914196	11.957563	29.552420	89.975952	90.326380	120.015107
    35     12    1   38	-7733.12969059	3646.807257	11.919666	11.975994	29.549537	89.995256	90.305320	120.167623
    36     12    1   39	-7733.12841127	3645.856507	11.937518	11.938791	29.546333	90.336408	89.974717	120.022780
    31     12    1   34	-7733.12394838	3644.784044	11.961589	11.964602	29.487242	90.247114	90.199116	120.265198
    28     12    1   31	-7733.10979291	3645.188966	11.962380	11.965910	29.489842	89.924175	89.967814	120.282995
    42     12    1   45	-7733.10668348	3645.587049	11.918644	11.959188	29.546238	90.209934	89.866132	120.043589
    38     12    1   41	-7733.10066535	3646.585223	11.925550	11.976650	29.540720	90.194356	89.902621	120.199510
   103     12   25   26	-7733.09469243	3643.020973	11.949062	11.971287	29.432204	90.337873	89.845458	120.081861
   111      6   25   36	-7733.09027624	3643.864880	11.953826	11.986426	29.424632	90.230189	89.858577	120.198573
   104      6   25   28	-7733.08749318	3643.214737	11.957941	11.988316	29.427068	90.017455	89.987074	120.274384
   107      6   25   32	-7733.07812277	3643.410378	11.961714	11.966571	29.418400	90.437534	89.975065	120.088665
   122     12   25   47	-7733.07275885	3644.770802	11.966218	11.946094	29.491650	90.350704	90.066253	120.166022
   110      6   25   35	-7733.06983686	3643.419342	11.956856	11.965134	29.421754	89.805380	90.372932	120.049170
   113     12   25   38	-7733.04832740	3644.702925	11.930518	11.980266	29.491963	90.036256	90.368487	120.155945
   123     12   25   48	-7733.04649630	3643.598407	11.925181	11.961608	29.498760	90.021224	90.394500	120.010037
    43     12    1   46	-7733.04035022	3645.724880	11.940341	11.973338	29.535167	89.999881	90.048773	120.299342
    40     12    1   43	-7733.03952890	3645.717434	11.938756	11.972638	29.538107	90.191790	90.130218	120.289029
   114     12   25   39	-7733.03190149	3643.940417	11.947717	11.942866	29.490246	90.369358	90.046141	120.004001
    37     12    1   40	-7733.02904257	3645.710227	11.952744	11.957796	29.539729	90.137269	90.182204	120.287824
    64      6   13   22	-7733.02212656	3647.120861	11.938167	11.934743	29.523900	89.882772	89.968935	119.886241
   119     12   25   44	-7733.01660322	3645.105580	11.963302	11.953558	29.487155	89.931523	90.286658	120.181167
   120     12   25   45	-7733.01505778	3643.404572	11.926555	11.960890	29.496717	90.252082	89.927351	120.016212
   108      6   25   33	-7733.01428172	3643.410644	11.951137	11.980391	29.439260	90.017446	90.416972	120.185209
   117     12   25   42	-7733.01323293	3644.228311	11.947625	11.944269	29.487725	89.894725	90.287981	120.000422
   106      6   25   31	-7733.01091594	3642.784285	11.970377	11.968740	29.437822	89.960327	90.039905	120.263439
     9      6    1   12	-7733.00476883	3649.860191	11.939940	11.982849	29.519061	90.070768	89.882025	120.208940
   118     12   25   43	-7732.97646998	3643.569582	11.947805	11.976614	29.484913	90.238974	90.208906	120.275462
    34     12    1   37	-7732.96374735	3645.224934	11.950379	11.959168	29.535810	90.070947	89.989128	120.281167
   115     12   25   40	-7732.94341496	3643.531260	11.962250	11.961781	29.483977	90.175423	90.253906	120.270555
    17     12    1   20	-7732.92026991	3647.324031	11.941252	11.971203	29.538504	90.030463	90.021541	120.257386
   136     12   37   38	-7732.91742091	3644.914737	11.934093	11.953058	29.551233	89.877281	90.069495	120.156331
   143      6   37   47	-7732.90517350	3644.666669	11.969423	11.921134	29.544875	90.179672	89.779336	120.168999
   116     12   25   41	-7732.88049497	3644.482090	11.935216	11.979102	29.484044	90.196591	89.994830	120.166957
   138     12   37   41	-7732.86810905	3644.445163	11.940690	11.953584	29.542249	90.090414	89.691084	120.196561
   140      6   37   44	-7732.85735225	3645.317750	11.965902	11.925921	29.540814	89.781259	89.991881	120.148233
   144      6   37   48	-7732.85374501	3643.690380	11.931003	11.935509	29.548978	89.886346	90.092838	120.011086
    95     12   13   53	-7732.84492336	3654.234205	11.956103	11.928658	29.551853	89.676731	90.246602	119.883793
    67     12   13   25	-7732.83459417	3644.413330	11.941659	11.942307	29.493365	89.837989	90.172973	119.949158
    76     12   13   34	-7732.83456520	3645.333218	11.956863	11.931514	29.490391	89.899061	90.108381	119.951005
    88     12   13   46	-7732.83204089	3646.034162	11.942189	11.939269	29.511504	89.718725	90.113458	119.944562
   141      6   37   45	-7732.82974384	3643.388937	11.933547	11.936065	29.545807	90.090302	89.685899	120.033057
    99     12   13   57	-7732.82773339	3653.964804	11.957404	11.939418	29.542328	89.606716	90.229511	119.958997
   101     12   13   59	-7732.82296693	3653.768641	11.945259	11.939144	29.544823	89.631251	90.178289	119.869577
    15     12    1   18	-7732.80591638	3647.309538	11.937613	11.967511	29.538114	90.052069	90.072891	120.195989
   100     12   13   58	-7732.80524761	3653.389296	11.955666	11.930567	29.542092	89.672160	90.267549	119.886104
   137      6   37   40	-7732.79978647	3643.682784	11.965158	11.935947	29.537778	90.027309	89.972880	120.259852
    93     12   13   51	-7732.79857380	3653.606904	11.955728	11.941810	29.540924	89.645396	90.254357	119.970331
   139      6   37   43	-7732.79355064	3643.856294	11.952430	11.951399	29.531948	90.082553	89.918926	120.258205
    29     12    1   32	-7732.79305689	3645.039718	11.949596	11.963437	29.486640	90.276496	89.927980	120.149771
    97     12   13   55	-7732.79162112	3652.912214	11.955503	11.931657	29.540157	89.703385	90.123789	119.900849
    94     12   13   52	-7732.78910161	3652.798772	11.945359	11.940755	29.544300	89.632143	90.199905	119.908571
    41     12    1   44	-7732.78779810	3647.155693	11.955980	11.955865	29.524638	89.953495	90.138671	120.210654
    98     12   13   56	-7732.78299116	3653.548997	11.945792	11.938424	29.546660	89.725516	90.196031	119.881058
    96     12   13   54	-7732.78187898	3653.115235	11.954395	11.942035	29.538462	89.723896	90.123723	119.967081
    92     12   13   50	-7732.77137753	3653.648250	11.954730	11.931624	29.551270	89.671056	90.151081	119.911234
    39     12    1   42	-7732.76793679	3645.484358	11.939081	11.957365	29.514494	89.981874	90.091782	120.094986
    27     12    1   30	-7732.76788850	3645.760185	11.955384	11.966198	29.485120	90.225993	90.013440	120.195815
   102     12   13   60	-7732.75748167	3653.666419	11.956996	11.940456	29.544015	89.751978	90.155645	119.979445
    79     12   13   37	-7732.72821577	3646.262893	11.950755	11.930227	29.515179	89.817613	90.029766	119.947294
    91     12   13   49	-7732.68808888	3652.828219	11.948054	11.942410	29.537221	89.768298	90.173092	119.921343
    51     12    1   54	-7732.67129676	3653.021562	11.951135	11.975130	29.547322	90.135139	90.029713	120.246441
    57     12    1   60	-7732.66057109	3652.486091	11.953140	11.972847	29.547706	90.150148	90.060538	120.259622
    52     12    1   55	-7732.65898164	3651.639894	11.952642	11.964322	29.541560	90.111549	90.026173	120.188189
    56     12    1   59	-7732.65591777	3652.510180	11.943745	11.974282	29.543693	90.069243	90.071878	120.180470
    49     12    1   52	-7732.65570962	3651.494612	11.943326	11.973220	29.539928	90.035468	90.105634	120.183100
    48     12    1   51	-7732.65323683	3652.249707	11.954655	11.975543	29.536597	90.073669	90.145375	120.263567
    55     12    1   58	-7732.64936669	3651.401959	11.954539	11.963332	29.536006	90.089630	90.151767	120.182989
    47     12    1   50	-7732.64874102	3652.483964	11.951320	11.963373	29.554266	90.069818	90.058124	120.189153
    54     12    1   57	-7732.64650830	3652.135595	11.956771	11.972989	29.536985	90.039791	90.114471	120.264724
    50     12    1   53	-7732.64502488	3652.238862	11.955140	11.963845	29.543156	90.116912	90.120846	120.193475
    53     12    1   56	-7732.61992291	3653.006917	11.944442	11.971409	29.551077	90.119087	90.111111	120.173300
   124     12   25   49	-7732.60963062	3649.076373	11.956192	11.979416	29.472018	90.188604	90.157352	120.177166
   132     12   25   57	-7732.59979103	3650.040792	11.965649	11.977296	29.485260	90.090827	90.199943	120.256214
   112     12   25   37	-7732.59050553	3642.390846	11.954639	11.954116	29.468910	90.084163	90.031220	120.127889
   121     12   25   46	-7732.58936850	3642.160886	11.943642	11.966336	29.475739	90.019820	90.095460	120.166973
   134     12   25   59	-7732.58868225	3650.525251	11.955082	11.980846	29.483124	90.121400	90.150095	120.178483
   133     12   25   58	-7732.58671758	3649.116342	11.963177	11.966632	29.486083	90.122572	90.230225	120.175318
   126     12   25   51	-7732.57887046	3650.084169	11.962825	11.978670	29.487662	90.114827	90.228205	120.250622
   135     12   25   60	-7732.57885526	3650.001029	11.964433	11.976793	29.485613	90.189768	90.138530	120.244046
   127     12   25   52	-7732.56892861	3649.360645	11.952786	11.976874	29.486397	90.071768	90.177473	120.169392
   130     12   25   55	-7732.56733890	3649.472660	11.962131	11.967272	29.487227	90.152301	90.101464	120.167125
   129     12   25   54	-7732.56642183	3650.114664	11.960871	11.977823	29.488872	90.151930	90.091568	120.231754
   125     12   25   50	-7732.56290737	3650.176459	11.961964	11.967365	29.493968	90.108553	90.125619	120.170185
    46     12    1   49	-7732.54056833	3651.526543	11.946771	11.971143	29.538086	90.150004	90.079796	120.186918
   131     12   25   56	-7732.53541591	3650.476053	11.950321	11.976206	29.496125	90.147722	90.161415	120.145484
   109      6   25   34	-7732.48926531	3640.787232	11.949716	11.950525	29.466896	90.108607	90.085116	120.093918
   128     12   25   53	-7732.48285544	3650.764588	11.965026	11.970962	29.493410	90.166770	90.214234	120.205886
   149     12   37   53	-7732.48192296	3649.857234	11.969216	11.941645	29.539322	90.006128	89.907679	120.178602
   142      6   37   46	-7732.44754885	3642.950575	11.948942	11.947554	29.500488	89.967629	89.927174	120.117226
   156     12   37   60	-7732.44339676	3650.376960	11.968140	11.950533	29.540577	90.045704	89.848885	120.232952
   150     12   37   54	-7732.43915254	3650.453043	11.965214	11.952164	29.542288	90.009218	89.817009	120.225695
   153     12   37   57	-7732.43800107	3649.919319	11.970485	11.952111	29.528644	89.936057	89.911689	120.237804
   154     12   37   58	-7732.43064400	3649.951327	11.966704	11.941838	29.540869	89.980411	89.945665	120.162206
   146     12   37   50	-7732.42552568	3650.382309	11.964967	11.941257	29.549959	89.967089	89.846006	120.161275
   151     12   37   55	-7732.42321596	3649.692293	11.965533	11.941670	29.540618	90.007912	89.817190	120.156770
   148     12   37   52	-7732.42302603	3649.665752	11.956319	11.950963	29.539915	89.930994	89.895525	120.156071
   152     12   37   56	-7732.42242477	3650.927448	11.956340	11.951158	29.555811	90.000677	89.880336	120.176991
   147     12   37   51	-7732.41910492	3650.408882	11.967056	11.953117	29.536139	89.971011	89.936463	120.229896
   155     12   37   59	-7732.41600734	3650.470805	11.957142	11.951202	29.545439	89.961933	89.855921	120.161420
   145     12   37   49	-7732.33899124	3651.037224	11.964253	11.954222	29.544856	90.031955	89.869336	120.227905
   165      6   49   60	-7732.10498094	3656.392115	11.964626	11.969954	29.528333	90.124161	89.966608	120.161110
   157     12   49   50	-7732.08480553	3656.744617	11.962341	11.959695	29.537408	90.037588	89.958929	120.078603
   158      6   49   52	-7732.08408000	3656.047141	11.952979	11.969057	29.531146	90.004284	90.008034	120.076486
   160      6   49   55	-7732.08403452	3656.133345	11.962508	11.959310	29.531359	90.081866	89.928856	120.072989
   164      6   49   59	-7732.08188807	3656.903882	11.953742	11.969511	29.536336	90.041131	89.961434	120.080726
   162      6   49   57	-7732.07310372	3656.736356	11.967427	11.968880	29.526712	90.008746	90.003543	120.160893
   159     12   49   53	-7732.04509859	3656.918467	11.965742	11.959245	29.538931	90.098517	90.008956	120.103210
   163      6   49   58	-7731.98389812	3655.632778	11.965363	11.960643	29.519315	90.065387	90.068316	120.080665
   161      6   49   56	-7731.89552162	3657.172049	11.954521	11.965830	29.543430	90.068190	90.014080	120.073169
