124.037 3649.858987
124.029 3651.008539
124.068 3651.170538
124.036 3649.198484
124.003 3651.241736
124.015 3648.429888
124.058 3650.808590
124.063 3651.523344
123.919 3650.459201
124.048 3652.029707
123.991 3649.469256
123.97 3651.134113
123.988 3652.052427
123.981 3651.006850
123.873 3648.399629
123.973 3650.959463
123.865 3649.851240
123.977 3651.625491
123.993 3652.297901
123.97 3651.431952
124.007 3652.126041
124.074 3644.485149
124.033 3644.281016
124.093 3645.230074
124.052 3642.706871
124.063 3643.039346
123.894 3643.408192
124.093 3644.676401
123.955 3644.832459
124.079 3643.951215
124.073 3642.177452
124.077 3642.861241
124.068 3642.526557
123.78 3650.033110
123.831 3650.202008
123.852 3650.874352
123.814 3649.374993
123.815 3649.734287
123.963 3648.459936
123.833 3649.939312
123.966 3649.402687
123.837 3650.416782
123.809 3649.994060
123.834 3649.373916
123.795 3648.787584
124.028 3651.832623
124.11 3655.025155
124.136 3654.013440
124.13 3654.370269
124.132 3654.614736
124.08 3654.655106
124.115 3654.023643
124.07 3654.262159
124.125 3653.695726
124.104 3652.952736
124.14 3654.774307
124.1 3654.988397
123.921 3652.178959
123.901 3651.498649
123.933 3652.776414
123.903 3653.238096
123.934 3652.532387
123.946 3652.893260
123.796 3649.023233
123.927 3652.709267
123.916 3652.905895
123.877 3645.994178
124.013 3645.163550
124.016 3644.738531
124.022 3644.373721
124.031 3644.729219
123.961 3642.533707
124.015 3645.489129
124.009 3645.201001
123.987 3645.406633
123.838 3643.652002
124.012 3645.016707
124.016 3645.098445
123.905 3650.120868
123.771 3651.224336
123.752 3651.033844
123.788 3651.504076
123.745 3649.975216
123.767 3651.611642
123.776 3650.998197
123.783 3651.198596
123.756 3650.956089
123.918 3649.654887
123.759 3650.953566
123.758 3650.993657
123.977 3653.973503
124.078 3655.486189
124.046 3654.930691
124.061 3655.432006
124.026 3655.746978
124.05 3653.757364
124.068 3655.066524
123.974 3653.024060
124.048 3655.641115
124.037 3656.177651
124.051 3654.883552
124.075 3655.789036
124.107 3636.893732
124.134 3638.542719
124.089 3637.348448
124.104 3636.409365
124.118 3637.172472
123.998 3634.368615
123.978 3638.400079
124.127 3638.556018
124.139 3638.527334
123.978 3642.562744
123.862 3642.801212
123.886 3643.724027
123.876 3644.102569
123.913 3645.501163
123.876 3643.783247
123.853 3642.627303
123.839 3642.605222
123.836 3643.408634
124.032 3642.872398
123.865 3643.920713
123.874 3643.905097
124.114 3646.746703
124.178 3648.477296
124.168 3648.857231
124.166 3647.754699
124.125 3647.091442
124.188 3648.021024
124.172 3648.418381
124.164 3648.517820
124.142 3647.825114
124.048 3645.544410
124.168 3648.145852
124.172 3647.722527
123.617 3649.507942
123.605 3649.550572
123.615 3649.608784
123.605 3649.314546
123.526 3646.339512
123.622 3650.059434
123.903 3647.915080
123.627 3649.957834
123.656 3650.470027
123.949 3656.088519
123.902 3653.756700
123.921 3653.886639
123.902 3653.770752
123.896 3652.845116
123.896 3654.651665
123.913 3654.025544
123.88 3655.262755
123.917 3653.116738
123.896 3655.038850
123.915 3653.882906
123.9 3653.251170
124.222 3658.326009
124.225 3658.574459
124.196 3658.928751
124.217 3658.590995
124.128 3659.128950
124.238 3658.821833
124.159 3656.376084
124.23 3658.611025
124.232 3657.986206
