11.920397	11.990136	29.426434	90.446764	89.893936	119.791788	3649.858987
11.915624	12.058940	29.436725	90.001187	89.999731	120.325352	3651.008539
11.921675	11.992292	29.431750	89.734200	90.785127	119.796239	3651.170538
11.988276	11.988281	29.420896	89.730449	90.269991	120.339587	3649.198484
11.914455	11.992105	29.446176	90.472223	89.999641	119.786339	3651.241736
11.921294	12.058844	29.423190	90.000877	90.796323	120.382537	3648.429888
11.988940	11.988925	29.431564	90.427860	90.426582	120.333014	3650.808590
11.918780	11.994298	29.434948	89.657467	90.691045	119.792310	3651.523344
11.941786	12.012107	29.459131	90.089395	89.643230	120.246110	3650.459201
11.934889	11.990154	29.441760	89.730677	90.560383	119.904411	3652.029707
11.974524	12.000658	29.436177	90.210490	90.560404	120.363671	3649.469256
11.915902	12.042742	29.452378	90.303096	89.985469	120.242802	3651.134113
11.930005	11.986399	29.456674	90.432470	90.201084	119.880676	3652.052427
11.975291	12.001629	29.448120	89.943245	90.136862	120.385593	3651.006850
11.934816	12.009596	29.453390	90.114639	90.267060	120.204226	3648.399629
11.912880	12.002058	29.452332	89.929554	90.703941	119.879997	3650.959463
11.941164	12.005800	29.466452	89.950031	90.070045	120.232154	3649.851240
11.974776	11.986292	29.455626	90.432058	90.140671	120.259405	3651.625491
11.913748	12.002416	29.455969	90.240850	89.971996	119.874058	3652.297901
11.929641	12.045671	29.457208	90.313048	90.500905	120.379218	3651.431952
11.974262	11.988928	29.452336	89.732780	90.545486	120.253268	3652.126041
11.940044	12.034391	29.377634	90.217185	90.712047	120.290399	3644.485149
11.927601	12.007239	29.382400	90.405088	89.866792	119.997944	3644.281016
11.964727	11.999269	29.376209	89.573222	90.487960	120.191283	3645.230074
11.940259	12.032765	29.364295	89.959663	89.953358	120.296350	3642.706871
11.928730	12.011575	29.367883	89.706239	90.869284	120.018695	3643.039346
11.938668	12.008613	29.408631	90.197238	90.330186	120.211025	3643.408192
11.963519	12.013437	29.370969	89.695782	90.210257	120.297501	3644.676401
11.956628	11.967374	29.405812	90.515560	89.668956	119.971587	3644.832459
11.927991	12.034730	29.372585	89.955573	90.893848	120.190426	3643.951215
11.963107	12.013036	29.359814	90.513387	90.513160	120.306407	3642.177452
11.941743	11.999706	29.362091	89.561921	90.739877	120.017523	3642.861241
11.927136	12.034823	29.359444	90.256273	89.783539	120.192703	3642.526557
11.966440	11.996766	29.488504	89.716812	90.225179	120.432625	3650.033110
11.895860	12.041094	29.480789	89.998378	90.765562	120.173707	3650.202008
11.931233	11.970931	29.479229	90.475695	90.050548	119.871909	3650.874352
11.968621	12.001996	29.477958	90.396911	90.459138	120.465856	3649.374993
11.896421	12.040271	29.477436	90.217110	89.923852	120.184050	3649.734287
11.928587	12.010613	29.432772	89.981851	90.384235	120.089857	3648.459936
11.931600	12.039424	29.478279	90.196045	90.649080	120.452663	3649.939312
11.955699	12.004271	29.439432	89.885850	90.357535	120.259187	3649.402687
11.898213	12.002468	29.478223	90.371296	89.943227	119.869688	3650.416782
11.931178	12.037936	29.480883	89.970451	90.052587	120.456034	3649.994060
11.969365	11.969770	29.472292	90.479783	90.234404	120.192983	3649.373916
11.899596	11.996695	29.476833	89.788265	90.713044	119.867400	3648.787584
11.935729	12.010756	29.444773	90.098961	90.385008	120.098050	3651.832623
11.952414	12.006492	29.450509	90.050249	90.268283	120.136055	3655.025155
11.951526	12.026998	29.436932	90.022846	90.447531	120.276071	3654.013440
11.934516	12.023198	29.440626	89.986123	90.377050	120.108947	3654.370269
11.954491	12.006477	29.442724	90.123089	90.411803	120.135108	3654.614736
11.949382	12.024995	29.455029	90.227923	90.261523	120.285822	3654.655106
11.949011	12.008194	29.441205	90.082419	90.272036	120.117486	3654.023643
11.935289	12.020048	29.454871	90.179144	90.416915	120.137262	3654.262159
11.954161	12.022271	29.436743	90.007649	90.429896	120.267491	3653.695726
11.951162	12.004797	29.435990	90.096256	90.438404	120.115949	3652.952736
11.935539	12.026710	29.441554	90.025089	90.326918	120.138871	3654.774307
11.951512	12.022945	29.452941	90.166249	90.267125	120.271409	3654.988397
11.987652	11.926564	29.472479	89.791415	90.362804	119.916667	3652.178959
11.941475	11.911796	29.471113	90.000056	90.000638	119.419983	3651.498649
11.989344	11.926664	29.475477	89.500665	89.957372	119.921907	3652.776414
11.927811	11.927811	29.486014	89.512657	90.487781	119.438192	3653.238096
11.941842	11.973201	29.473388	89.457738	90.000398	119.913549	3652.532387
11.989203	11.912017	29.471681	89.999965	89.899414	119.787333	3652.893260
11.931752	11.943547	29.476742	90.119894	89.659436	119.692622	3649.023233
11.943551	11.971803	29.475190	89.850712	90.299435	119.922010	3652.709267
11.986571	11.912886	29.481195	89.281181	90.357126	119.796946	3652.905895
11.943009	11.936691	29.432901	89.643171	90.259004	119.663287	3645.994178
11.941893	11.938386	29.394261	90.013675	89.618502	119.557945	3645.163550
11.975729	11.925309	29.393122	89.087616	90.290492	119.729857	3644.738531
11.954403	11.960997	29.387356	89.501057	89.764900	119.845621	3644.373721
11.942925	11.939936	29.388856	89.241399	90.707877	119.564992	3644.729219
11.968713	11.928094	29.384652	90.183449	90.035083	119.738691	3642.533707
11.975879	11.938183	29.398721	89.265409	90.007321	119.839969	3645.489129
11.952565	11.927259	29.394817	90.161682	89.776242	119.556894	3645.201001
11.939964	11.961518	29.403375	89.538874	90.622541	119.757394	3645.406633
11.950781	11.929711	29.422761	89.860070	90.111754	119.701583	3643.652002
11.954480	11.927103	29.395799	89.128078	90.530332	119.569157	3645.016707
11.941037	11.960886	29.393788	89.781209	89.640779	119.738115	3645.098445
11.963462	11.928678	29.459612	89.640520	90.040986	119.744903	3650.120868
11.910591	11.966495	29.501519	89.540185	90.551911	119.727392	3651.224336
11.942762	11.895019	29.502883	90.060684	89.833983	119.409698	3651.033844
11.982209	11.928362	29.498430	89.932577	90.257849	119.993314	3651.504076
11.909209	11.965470	29.496863	89.785463	89.752394	119.727770	3649.975216
11.942792	11.895484	29.506651	89.228206	90.436637	119.401963	3651.611642
11.943268	11.966203	29.497706	89.755527	90.447593	119.993946	3650.998197
11.985218	11.895417	29.500035	89.174238	90.282039	119.746616	3651.198596
11.909737	11.928191	29.501714	89.964266	89.725731	119.408105	3650.956089
11.940989	11.945990	29.452976	89.603215	90.065680	119.691560	3649.654887
11.981751	11.894142	29.500492	90.053898	90.043222	119.725735	3650.953566
11.909634	11.928025	29.503410	89.319209	90.566918	119.404086	3650.993657
11.942393	11.949091	29.473159	89.776381	90.158238	119.681391	3653.973503
11.967740	11.932728	29.461889	89.628486	90.080192	119.675200	3655.486189
11.960726	11.949594	29.465146	89.558849	90.225969	119.783789	3654.930691
11.948181	11.947326	29.465764	89.556797	90.157680	119.647611	3655.432006
11.965433	11.929460	29.476436	89.603142	90.218269	119.670644	3655.746978
11.963314	11.949828	29.454375	89.726530	90.085454	119.804703	3653.757364
11.963936	11.932039	29.460777	89.663215	90.055342	119.645504	3655.066524
11.945498	11.949508	29.466436	89.752448	90.174465	119.714025	3653.024060
11.965466	11.945974	29.470681	89.514910	90.190663	119.791793	3655.641115
11.960652	11.931244	29.477331	89.596134	90.285370	119.636448	3656.177651
11.946348	11.950354	29.463697	89.559341	90.121886	119.665635	3654.883552
11.967798	11.947970	29.464625	89.748548	90.085617	119.806035	3655.789036
11.952990	11.987227	29.305694	90.518428	89.860692	119.983609	3636.893732
11.966060	12.009979	29.311518	89.999599	90.000105	120.257984	3638.542719
11.947073	11.987180	29.316433	89.744662	90.913945	119.948898	3637.348448
11.986342	11.986369	29.301792	89.747496	90.252286	120.254787	3636.409365
11.965696	11.974524	29.306867	90.664355	90.000540	119.975636	3637.172472
11.947173	12.003331	29.314699	90.000129	90.897668	120.155523	3634.368615
11.960722	11.974039	29.348851	90.260851	90.363548	120.041853	3638.400079
11.966661	11.974733	29.315729	89.618174	90.764167	119.977697	3638.556018
11.954130	12.009724	29.310547	90.275619	89.861439	120.153737	3638.527334
11.972500	11.966555	29.381227	89.996540	90.290941	120.077595	3642.562744
11.921997	12.014375	29.414239	90.026606	90.806416	120.146608	3642.801212
11.955191	11.946190	29.413917	90.522809	90.089745	119.838395	3643.724027
11.993399	11.976797	29.421184	90.438553	90.488884	120.413675	3644.102569
11.928283	12.013729	29.420203	90.209353	90.024527	120.152725	3645.501163
11.956134	11.944464	29.416798	89.749315	90.666131	119.839759	3643.783247
11.954216	12.014151	29.415142	90.257328	90.690624	120.416194	3642.627303
